model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
 Mondeo,2015,Automatic,26204,Diesel,0.0,58.8,2.0,10758
 Focus,2018,Manual,19049,Petrol,149.73931255,60.9,1.0,11459
 KA,2017,Manual,10559,Petrol,149.98307562,58.5,1.2,7992
 Kuga,2017,Semi-Auto,37918,Diesel,146.50446425,61.3,2.0,16506
 EcoSport,2017,Manual,12902,Petrol,154.32464594,45.9,1.0,9623
 Focus,2019,Manual,9854,Petrol,149.81223109,61.3,1.0,16427
 Focus,2019,Automatic,8896,Petrol,147.23912791,50.4,1.0,14996
 Fiesta,2009,Manual,68813,Diesel,0.0,86.0,1.4,3324
 Fiesta,2018,Manual,10815,Petrol,147.51904644,55.4,1.0,12187
 Fiesta,2014,Manual,22101,Diesel,0.0,88.3,1.5,8572
 Fiesta,2018,Manual,12965,Petrol,146.36357879,56.5,1.0,11499
 Fiesta,2013,Manual,41239,Petrol,149.31501133,63.0,1.0,7900
 Focus,2019,Automatic,4698,Diesel,146.48636201,65.2,2.0,42286
 Fiesta,2017,Manual,30221,Petrol,151.03991173,64.8,1.1,9992
 Focus,2019,Manual,13566,Petrol,147.89409529,60.7,1.0,11491
 Kuga,2019,Manual,8832,Diesel,148.14251581,55.1,1.5,17043
 Focus,2015,Semi-Auto,42495,Diesel,0.0,74.3,1.5,9999
 Kuga,2020,Manual,1774,Diesel,152.83559489,38.3,2.0,24358
 Fiesta,2018,Manual,22572,Petrol,147.71278968,67.1,1.0,8663
 Fiesta,2018,Manual,20932,Petrol,146.9594942,61.2,1.0,9996
 Fiesta,2017,Manual,16060,Petrol,132.66322571,54.3,1.2,7503
 Focus,2017,Manual,8096,Petrol,154.51049404,62.2,1.0,10996
 Fiesta,2019,Manual,9013,Petrol,146.54706786,59.9,1.0,12920
 Fiesta,2017,Manual,18119,Petrol,149.33581801,65.7,1.0,9857
 C-MAX,2015,Manual,17091,Petrol,161.60158576,44.6,1.6,7590
 Fiesta,2018,Manual,25126,Petrol,150.93663977,64.8,1.1,9995
 KA,2013,Manual,22308,Petrol,52.53650857,58.4,1.2,4695
 Focus,2018,Automatic,24834,Diesel,152.78224636,65.6,1.5,16491
 Kuga,2018,Manual,5168,Petrol,148.69193487,66.3,1.5,19272
 Focus,2018,Semi-Auto,18384,Petrol,148.42788797,42.8,1.0,11994
 Fiesta,2018,Manual,7123,Petrol,145.84181249,64.4,1.1,9729
 Fiesta,2017,Manual,24959,Petrol,149.42588041,67.1,1.0,8993
 Kuga,2017,Manual,26735,Diesel,146.65951751,64.9,1.5,15452
 Fiesta,2016,Automatic,3295,Petrol,0.0,58.5,1.0,11911
 Kuga,2017,Manual,21986,Diesel,145.08480044,54.4,2.0,14991
 Focus,2018,Manual,6738,Petrol,149.9770638,60.8,1.0,11856
 Focus,2018,Manual,39773,Petrol,153.25152415,60.9,1.0,10490
 Fiesta,2018,Manual,22401,Petrol,148.03651466,65.9,1.0,12557
 Fiesta,2016,Semi-Auto,4319,Petrol,166.27332972,44.4,1.6,9398
 Fiesta,2018,Manual,9613,Petrol,147.43539391,64.2,1.1,10999
 Ka+,2019,Manual,6164,Petrol,152.19341843,43.6,1.2,9692
 Focus,2009,Manual,50196,Diesel,20.3099913,67.9,1.6,4870
 EcoSport,2017,Manual,22084,Petrol,152.7231125,52.3,1.0,8998
 Focus,2016,Manual,12466,Diesel,0.0,74.3,1.5,10216
 Focus,2017,Manual,29742,Petrol,146.48729169,41.6,2.0,15070
 Edge,2017,Automatic,16152,Diesel,145.88508966,48.4,2.0,17993
 Edge,2016,Semi-Auto,32738,Diesel,207.64201207,48.2,2.0,16991
 Mondeo,2017,Manual,100131,Diesel,47.74469826,63.2,2.0,7298
 Focus,2017,Manual,22840,Diesel,149.25968356,67.4,2.0,16894
 Kuga,2018,Manual,16669,Diesel,146.98697604,60.1,2.0,18581
 Edge,2017,Semi-Auto,42643,Diesel,0.0,58.7,2.0,18631
 Ka+,2019,Manual,2131,Petrol,145.92168188,48.4,1.2,8934
 Fiesta,2018,Manual,9652,Petrol,149.29398712,67.1,1.0,11696
 Kuga,2018,Manual,17782,Petrol,148.77597327,54.4,1.5,16012
 Fiesta,2016,Manual,15201,Petrol,0.0,66.6,1.0,8516
 Fiesta,2019,Manual,9051,Petrol,145.35506477,49.4,1.0,14719
 Ka+,2019,Manual,344,Petrol,149.47492852,43.8,1.2,11530
 Fiesta,2016,Manual,31702,Petrol,27.85355148,62.9,1.0,7249
 EcoSport,2015,Manual,28949,Petrol,133.21608818,54.1,1.0,9773
 Focus,2016,Manual,11671,Petrol,0.0,74.3,1.5,9415
 Fiesta,2019,Manual,8731,Petrol,146.25703822,61.3,1.0,15730
 Ka+,2018,Manual,16693,Petrol,150.84617859,58.8,1.2,8073
 Fiesta,2016,Manual,34688,Petrol,0.0,66.6,1.0,6958
 Fiesta,2016,Manual,8790,Petrol,20.81436479,63.7,1.0,8992
 S-MAX,2013,Manual,74003,Diesel,219.34281292,46.1,2.0,9996
 Focus,2019,Manual,29026,Petrol,147.28996669,60.9,1.0,16029
 Focus,2015,Automatic,39172,Petrol,237.73229161,38.6,1.5,15118
 Focus,2018,Manual,22276,Petrol,149.70188704,42.0,2.0,18629
 Focus,2013,Automatic,21646,Diesel,214.4745412,45.9,2.0,12402
 Fiesta,2013,Manual,64132,Petrol,108.5018358,54.4,1.2,5605
 Fiesta,2017,Manual,7611,Petrol,146.32954783,63.9,1.0,12527
 Focus,2019,Manual,1838,Petrol,153.87518254,60.3,1.0,17579
 Fiesta,2017,Manual,19110,Petrol,146.84967283,66.1,1.0,9995
 Mondeo,2017,Manual,36743,Diesel,24.47512703,68.9,1.5,12125
 Kuga,2013,Manual,49692,Diesel,134.89745086,60.2,2.0,10570
 Fiesta,2019,Semi-Auto,3294,Petrol,148.41558494,48.9,1.0,15954
 Fiesta,2012,Manual,71820,Petrol,148.26957125,48.7,1.4,5372
 Fiesta,2015,Manual,36281,Petrol,0.0,66.9,1.0,7522
 Fiesta,2017,Manual,31435,Petrol,145.53761284,55.0,1.2,7396
 Kuga,2018,Semi-Auto,16332,Diesel,150.34179947,54.7,1.5,13565
 B-MAX,2017,Manual,31111,Petrol,152.9557551,47.1,1.6,9258
 EcoSport,2017,Manual,31046,Petrol,152.67056125,52.5,0.0,10935
 Fiesta,2019,Semi-Auto,14589,Diesel,145.51054234,49.0,2.0,15178
 Fiesta,2016,Automatic,38854,Diesel,146.71098218,54.4,2.0,10039
 Focus,2018,Manual,3313,Petrol,146.64740306,60.3,1.0,17121
 Kuga,2015,Manual,42297,Diesel,147.50217959,60.6,2.0,10564
 Fiesta,2018,Manual,18783,Petrol,151.53986855,66.3,1.0,10945
 Focus,2018,Manual,21987,Petrol,147.77304447,60.1,1.0,14437
 Fiesta,2016,Manual,39428,Petrol,0.0,66.0,1.0,8547
 EcoSport,2016,Automatic,13970,Petrol,174.7276141,45.2,1.5,10495
 Focus,2019,Manual,2772,Petrol,146.25143776,61.3,1.0,17445
 Focus,2010,Manual,55584,Petrol,239.25559378,39.9,1.6,2567
 Fiesta,2018,Semi-Auto,7731,Petrol,145.58535363,48.5,1.0,13894
 Fiesta,2017,Manual,17507,Petrol,145.53180943,54.5,1.2,7438
 Kuga,2019,Semi-Auto,230,Petrol,147.4371154,46.2,1.5,21363
 Edge,2016,Manual,19911,Diesel,149.51907425,48.1,2.0,19980
 Kuga,2017,Manual,23181,Diesel,146.75594409,60.5,2.0,19985
 Focus,2017,Automatic,16882,Petrol,147.11327503,41.5,2.0,16334
 Fiesta,2010,Manual,92630,Diesel,26.61436545,69.2,1.4,3818
 Kuga,2019,Manual,3977,Diesel,149.01831867,37.6,2.0,22917
 Fiesta,2016,Manual,13812,Petrol,85.56431659,55.3,1.2,7004
 Ka+,2017,Manual,12087,Petrol,147.72737656,58.6,1.2,7362
 C-MAX,2015,Automatic,45200,Petrol,181.347754,44.1,1.5,9340
 Fiesta,2017,Manual,22092,Petrol,153.15470852,65.4,1.1,8704
 Focus,2017,Semi-Auto,3442,Diesel,131.9052117,51.5,1.5,11253
 Tourneo Custom,2019,Manual,1467,Diesel,147.43081662,48.4,2.0,22215
 Focus,2015,Manual,80670,Diesel,24.32051126,68.5,2.0,6564
 Grand C-MAX,2016,Manual,36354,Petrol,37.62407438,56.5,1.0,8445
 Focus,2017,Automatic,13789,Petrol,145.56006022,59.4,1.0,12027
 Tourneo Custom,2017,Manual,14417,Diesel,145.7609027,45.2,2.0,19626
 Fiesta,2015,Manual,24863,Petrol,0.0,66.3,1.0,7497
 Fiesta,2018,Manual,20392,Petrol,145.43583798,66.6,1.0,11317
 Grand C-MAX,2016,Manual,50914,Diesel,77.68143062,64.7,2.0,6472
 Tourneo Connect,2017,Manual,20673,Diesel,145.3730276,60.3,2.0,15872
 Fiesta,2018,Manual,12272,Petrol,145.44012187,66.9,1.0,11583
 Fiesta,2016,Manual,35365,Diesel,127.44714102,56.5,2.0,18510
 Grand C-MAX,2016,Semi-Auto,18345,Diesel,146.62044801,53.2,2.0,16026
 Focus,2019,Manual,4256,Petrol,146.09057285,59.1,1.0,19137
 Focus,2012,Manual,49817,Diesel,0.0,74.3,1.5,7527
 Galaxy,2016,Manual,35830,Diesel,204.41648313,49.1,2.0,19383
 Fiesta,2018,Manual,9227,Petrol,145.22603659,63.3,1.0,13251
 Focus,2016,Manual,14313,Petrol,26.49413921,62.4,1.0,10995
 Fiesta,2017,Semi-Auto,26301,Petrol,0.0,58.8,1.0,11500
 Grand Tourneo Connect,2014,Manual,33786,Diesel,57.2894897,62.1,1.6,7601
 Focus,2014,Manual,48422,Petrol,162.84127052,45.0,1.5,7490
 Focus,2019,Manual,3941,Petrol,145.9365828,60.7,1.0,16027
 Focus,2014,Manual,24910,Petrol,145.12378717,56.5,1.0,7849
 Fiesta,2017,Manual,13828,Petrol,146.52984239,66.9,1.0,10107
 Fiesta,2015,Manual,26196,Petrol,104.21062966,54.8,1.2,6906
 Kuga,2019,Automatic,14073,Diesel,149.40997403,37.4,1.5,16538
 Fiesta,2018,Manual,344,Petrol,146.11607493,56.5,1.0,13498
 Kuga,2016,Manual,34657,Diesel,149.98351697,54.3,2.0,15042
 Fiesta,2017,Manual,15179,Petrol,145.99849751,66.5,1.0,9996
 Kuga,2019,Automatic,3225,Diesel,149.09263823,39.0,2.0,24457
 Focus,2019,Manual,1873,Diesel,149.1743499,61.0,2.0,17601
 Focus,2013,Manual,41924,Petrol,27.5115496,56.5,1.0,6707
 KA,2010,Manual,81621,Diesel,75.70293515,55.9,2.0,3803
 Kuga,2009,Manual,111522,Diesel,160.50580106,48.0,2.0,8120
 Fiesta,2017,Manual,45805,Diesel,21.9744386,69.0,1.5,9999
 C-MAX,2016,Manual,8529,Petrol,66.08380753,55.6,1.0,9998
 Fiesta,2019,Manual,102,Petrol,147.27616267,56.5,1.0,14561
 Galaxy,2016,Manual,15012,Diesel,131.27173264,56.5,2.0,15758
 Edge,2013,Manual,42185,Diesel,203.52885649,48.6,2.0,15265
 Focus,2018,Manual,9740,Diesel,153.89423018,74.3,1.5,15614
 Focus,2017,Manual,25490,Diesel,153.00974162,74.3,1.5,12855
 Focus,2018,Semi-Auto,9554,Petrol,146.23421391,51.9,1.0,12123
 Focus,2019,Manual,3171,Diesel,149.02801537,34.7,2.0,19691
 Focus,2018,Manual,19146,Petrol,154.25270666,60.7,1.0,10987
 Focus,2016,Semi-Auto,26024,Diesel,0.0,74.3,1.5,10853
 Focus,2018,Manual,7552,Petrol,148.72519155,61.1,1.0,14182
 Kuga,2017,Automatic,22254,Petrol,190.17243966,45.1,1.5,13491
 EcoSport,2018,Manual,55167,Diesel,151.58761579,54.8,1.5,9997
 C-MAX,2017,Manual,6594,Diesel,26.64701145,69.2,1.5,10997
 Fiesta,2017,Manual,32830,Petrol,145.59294491,41.5,1.0,8112
 Fiesta,2017,Manual,8886,Petrol,152.99381497,64.1,1.0,11861
 B-MAX,2016,Automatic,11235,Petrol,193.19554438,44.3,1.6,9991
 Focus,2019,Automatic,1647,Petrol,149.50374556,51.9,1.0,16506
 Focus,2019,Manual,13801,Petrol,147.88847178,58.5,1.0,16773
 EcoSport,2018,Manual,21031,Petrol,146.28287059,55.2,1.0,11998
 Fiesta,2017,Manual,19857,Petrol,147.80141815,65.7,1.0,11048
 Fiesta,2018,Manual,25072,Petrol,149.44477546,60.0,1.0,10825
 Fiesta,2019,Manual,537,Petrol,146.39467669,56.2,1.1,13487
 Focus,2019,Automatic,6374,Diesel,147.53012374,47.1,2.0,26307
 Kuga,2017,Manual,16640,Diesel,145.09070131,55.3,2.0,16272
 Fiesta,2018,Manual,29850,Petrol,145.2626751,60.2,1.0,11016
 Fiesta,2019,Manual,15145,Petrol,148.00751781,56.5,1.0,13084
 Fiesta,2019,Manual,5586,Petrol,149.72605542,66.1,1.0,14220
 Focus,2019,Manual,2847,Petrol,146.01961939,50.8,1.0,18244
 Kuga,2013,Manual,51295,Petrol,207.19717402,45.9,1.6,8290
 Focus,2018,Automatic,24698,Petrol,146.28488047,52.0,1.0,12282
 Ka+,2019,Manual,53,Petrol,146.60265921,48.1,1.2,11501
 Kuga,2016,Semi-Auto,14865,Diesel,149.01108356,54.5,2.0,18292
 B-MAX,2016,Semi-Auto,35543,Diesel,150.69824933,74.3,1.5,9548
 B-MAX,2016,Manual,62444,Petrol,88.37532107,55.6,1.0,7397
 Kuga,2018,Manual,6937,Diesel,146.20404345,37.8,2.0,18250
 Fiesta,2017,Manual,23791,Petrol,145.59786118,55.1,1.2,7527
 Fiesta,2015,Manual,24276,Petrol,125.43678189,54.3,1.2,8518
 Fiesta,2016,Manual,51415,Diesel,0.0,88.3,1.5,7682
 B-MAX,2017,Manual,17897,Petrol,152.09641875,55.8,1.0,12645
 Fiesta,2017,Manual,20916,Petrol,0.0,66.6,1.0,8996
 Ka+,2018,Manual,2953,Petrol,148.6803227,43.8,1.2,9841
 Puma,2020,Manual,170,Petrol,148.72564927,51.2,1.0,22052
 Fiesta,2018,Manual,36945,Petrol,146.46947593,65.8,1.0,10303
 Kuga,2016,Semi-Auto,27474,Diesel,187.17914169,45.8,2.0,14744
 Fiesta,2017,Manual,18239,Diesel,146.22364431,88.3,1.5,10080
 Fiesta,2018,Manual,28770,Petrol,151.41785331,66.0,1.0,12192
 Focus,2017,Manual,33942,Petrol,153.77466944,41.7,2.0,14085
 B-MAX,2017,Semi-Auto,18067,Petrol,190.12014043,44.2,1.6,10559
 Fiesta,2017,Manual,29049,Petrol,149.17294025,66.7,1.0,9376
 C-MAX,2018,Manual,21957,Petrol,153.75594983,55.4,1.0,11500
 Kuga,2017,Automatic,13521,Diesel,151.5671955,53.8,2.0,19980
 Fiesta,2016,Manual,30296,Petrol,126.22101188,54.7,1.2,6411
 Fiesta,2018,Manual,19252,Petrol,146.14874952,64.6,1.1,9838
 Galaxy,2019,Automatic,12049,Diesel,146.67304526,54.4,2.0,22400
 Tourneo Custom,2017,Manual,17052,Diesel,147.45758404,45.0,2.0,17552
 EcoSport,2018,Manual,3571,Diesel,146.15562452,69.5,1.5,18514
 Focus,2011,Manual,74723,Petrol,257.09705954,39.5,1.6,5526
 EcoSport,2019,Manual,43,Petrol,145.918532,51.4,1.0,15147
 EcoSport,2017,Automatic,5770,Petrol,162.20808371,45.5,1.5,10997
 Fiesta,2017,Manual,41330,Petrol,147.77947508,58.7,1.0,10822
 Kuga,2014,Manual,24246,Diesel,145.9974494,54.2,2.0,12081
 Fusion,2016,Manual,21397,Petrol,22.59054256,63.7,1.0,11021
 Kuga,2017,Manual,26297,Diesel,148.87199383,55.3,2.0,17995
 EcoSport,2019,Manual,15481,Petrol,147.84672187,51.8,1.0,18627
 Fiesta,2013,Manual,58656,Petrol,217.53499489,54.3,1.2,6339
 Kuga,2015,Manual,67381,Diesel,128.07630084,60.4,2.0,11995
 Edge,2015,Manual,19531,Diesel,132.06824749,56.5,2.0,16016
 Focus,2018,Manual,9079,Diesel,146.69391099,74.3,1.5,13603
 Kuga,2016,Manual,18098,Diesel,146.8403247,65.5,1.5,15946
 Focus,2018,Manual,21984,Diesel,147.00515819,68.3,2.0,19068
 Kuga,2017,Semi-Auto,38790,Diesel,147.81841862,55.3,2.0,19120
 Kuga,2015,Manual,108934,Diesel,131.13984382,61.0,2.0,8994
 Kuga,2017,Manual,17605,Diesel,148.20747159,60.6,2.0,16228
 Puma,2020,Manual,1039,Petrol,146.95831954,59.5,1.0,23651
 Kuga,2019,Manual,404,Diesel,147.33364281,54.9,1.5,20898
 Focus,2019,Automatic,3970,Diesel,146.30574524,74.3,1.5,19318
 Kuga,2018,Manual,16242,Petrol,148.27384617,54.8,1.5,14999
 Focus,2018,Manual,13379,Petrol,148.06839481,60.1,1.0,16976
 Fiesta,2017,Semi-Auto,13994,Petrol,0.0,58.3,1.0,10496
 B-MAX,2016,Manual,29462,Diesel,28.38053569,70.0,1.5,6706
 Fiesta,2014,Manual,52057,Petrol,87.38578422,54.3,1.2,6391
 Fiesta,2015,Manual,33842,Petrol,0.0,67.1,1.0,8131
 Kuga,2019,Manual,9217,Diesel,146.43424179,38.4,1.5,18288
 Kuga,2015,Manual,19980,Diesel,134.16404901,60.4,2.0,11145
 Focus,2019,Manual,19915,Diesel,147.90951874,74.3,1.5,17193
 Fiesta,2017,Manual,45395,Petrol,0.0,66.5,1.0,8110
 KA,2017,Manual,29606,Diesel,20.73130897,70.3,1.5,11763
 Focus,2019,Manual,5192,Petrol,145.72430494,49.3,1.0,16460
 Ka+,2019,Manual,81,Petrol,149.66373391,48.5,1.2,11186
 Focus,2014,Manual,41105,Petrol,63.41681795,63.2,1.0,7242
 Fiesta,2017,Manual,53553,Petrol,27.01432903,63.6,1.0,8924
 Focus,2016,Manual,38273,Petrol,146.57647443,63.8,1.0,8206
 Fiesta,2017,Manual,18544,Petrol,0.0,66.7,1.0,10495
 Grand Tourneo Connect,2017,Semi-Auto,16529,Diesel,134.66757428,56.6,1.5,13110
 EcoSport,2019,Manual,2255,Petrol,147.34335609,53.6,1.0,17529
 Fiesta,2013,Semi-Auto,30361,Petrol,0.0,58.3,1.0,7462
 Fiesta,2018,Manual,19976,Petrol,147.66983981,66.8,1.0,11361
 Focus,2019,Automatic,7214,Diesel,149.12872524,46.6,2.0,18182
 Kuga,2019,Manual,11574,Diesel,151.57066952,38.4,2.0,17950
 Focus,2012,Semi-Auto,31709,Petrol,415.76092103,46.9,1.6,4467
 Focus,2018,Manual,22023,Petrol,145.02850472,58.7,1.0,13961
 Fiesta,2018,Manual,13794,Petrol,146.6720794,65.7,1.0,10339
 Focus,2017,Manual,9024,Petrol,148.2948702,60.7,1.0,11334
 Fiesta,2018,Manual,16969,Petrol,146.00083818,67.0,1.0,11479
 EcoSport,2016,Manual,23006,Petrol,125.46689551,53.2,1.0,9521
 EcoSport,2018,Manual,9849,Diesel,147.50260056,54.6,1.5,13856
 Fiesta,2019,Manual,5114,Petrol,148.56325994,58.9,1.0,14171
 Kuga,2016,Manual,32424,Diesel,67.45809885,65.6,1.5,14344
 Fiesta,2016,Manual,27024,Petrol,0.0,66.5,1.0,8571
 Ka+,2017,Manual,19725,Petrol,152.06840362,57.9,1.2,7480
 Tourneo Custom,2018,Manual,28753,Diesel,146.54858006,33.6,2.0,17994
 Focus,2019,Manual,10576,Petrol,148.31407204,61.2,1.0,14890
 Fiesta,2019,Manual,4099,Petrol,147.12936251,59.2,1.0,14998
 Focus,2020,Manual,227,Petrol,146.44488614,61.2,1.0,16994
 Kuga,2019,Manual,9858,Diesel,152.00318613,34.4,2.0,17993
 Fiesta,2018,Semi-Auto,5926,Petrol,148.2038646,48.5,1.0,12662
 Kuga,2017,Manual,29439,Diesel,64.61954903,64.4,1.5,13260
 Fiesta,2016,Manual,18707,Diesel,20.10825779,63.1,0.0,9388
 Fiesta,2016,Automatic,34845,Petrol,161.28237643,49.3,1.6,2146
 Mustang,2013,Manual,51160,Petrol,259.05597512,39.7,2.3,5042
 Kuga,2017,Manual,18667,Petrol,206.74701556,41.7,2.0,15675
 Fiesta,2013,Manual,56880,Petrol,0.0,66.9,1.0,7215
 Grand C-MAX,2015,Manual,62363,Petrol,127.75300892,52.6,1.0,8217
 Mondeo,2016,Manual,9808,Petrol,125.65681672,54.3,2.0,11420
 Focus,2018,Manual,4479,Petrol,148.24100622,61.1,1.0,14858
 Focus,2019,Manual,169,Petrol,145.40627384,60.5,1.0,15722
 Fiesta,2016,Manual,25698,Petrol,0.0,66.4,1.0,7273
 Focus,2018,Manual,12125,Petrol,148.10652232,58.6,1.0,12085
 C-MAX,2019,Semi-Auto,1784,Hybrid,149.12151113,51.2,1.5,17702
 Fiesta,2018,Automatic,13638,Petrol,147.56533503,55.0,1.0,11691
 Kuga,2018,Manual,21439,Petrol,149.96722613,46.2,1.5,14694
 Kuga,2018,Automatic,3986,Diesel,146.95680937,46.1,1.5,16018
 Focus,2013,Manual,45283,Diesel,23.44609318,68.7,1.6,6362
 EcoSport,2017,Manual,21888,Petrol,146.20897389,53.1,1.0,10651
 B-MAX,2017,Manual,10706,Petrol,73.27417439,55.6,1.0,10704
 Focus,2018,Manual,9091,Diesel,147.58155659,74.3,1.5,15900
 Fiesta,2018,Manual,19162,Petrol,154.96090178,60.0,1.0,12243
 Focus,2016,Manual,52263,Diesel,29.23779837,71.7,2.0,6971
 Kuga,2017,Manual,25291,Diesel,146.81521556,60.9,2.0,13849
 Puma,2016,Manual,26141,Petrol,24.71414639,63.3,1.0,9380
 Galaxy,2019,Manual,13554,Diesel,146.28496179,54.7,2.0,20761
 Kuga,2018,Manual,21594,Petrol,148.68539405,39.6,1.5,21039
 S-MAX,2017,Automatic,43486,Diesel,113.4478734,56.5,2.0,16778
 Fiesta,2020,Manual,1007,Petrol,153.4236407,60.0,1.0,15811
 Kuga,2018,Automatic,40818,Diesel,136.1891734,42.4,2.0,22451
 Fiesta,2018,Manual,13977,Petrol,147.95810806,63.9,1.0,14594
 Kuga,2017,Manual,16739,Petrol,154.21396718,46.1,1.5,17740
 EcoSport,2019,Manual,15437,Petrol,146.14640314,54.8,1.0,14391
 Mondeo,2017,Manual,82709,Diesel,149.37635095,70.1,2.0,8140
 Focus,2018,Automatic,6365,Diesel,145.04772321,74.3,1.5,16504
 Focus,2018,Manual,17277,Diesel,148.01172156,74.3,1.5,11482
 Focus,2016,Manual,16350,Petrol,64.57385886,56.0,1.0,8998
 Mondeo,2017,Manual,15566,Petrol,27.18012505,61.3,1.0,11637
 Fiesta,2017,Manual,12829,Petrol,150.6674623,54.4,1.2,8833
 Fiesta,2016,Manual,27932,Petrol,125.44199671,54.3,1.2,7995
 Focus,2017,Manual,52775,Diesel,147.29680243,74.3,1.5,11917
 EcoSport,2017,Manual,17141,Petrol,147.20562826,52.9,1.0,9997
 Focus,2017,Manual,13368,Diesel,28.18699256,67.3,1.5,13931
 Fiesta,2014,Manual,27043,Petrol,72.39370781,55.2,1.2,7472
 Focus,2017,Manual,8678,Diesel,151.25253697,74.3,1.5,11511
 Focus,2016,Manual,29933,Petrol,22.17047407,59.3,1.0,11128
 Kuga,2017,Manual,41520,Diesel,147.65075969,54.7,2.0,14534
 Fiesta,2016,Manual,45435,Petrol,0.0,66.0,1.0,7467
 Ka+,2019,Manual,14865,Petrol,147.61436372,47.9,1.2,9263
 Focus,2017,Automatic,27787,Diesel,145.01578537,64.7,1.5,12440
 Kuga,2018,Manual,13867,Petrol,149.18375595,54.3,1.5,18907
 Focus,2015,Automatic,21870,Petrol,162.38641984,45.0,1.5,7498
 S-MAX,2015,Semi-Auto,42573,Diesel,127.3832476,56.5,2.0,16748
 KA,2015,Manual,64728,Petrol,148.53098141,58.4,1.2,6320
 EcoSport,2018,Manual,4030,Petrol,145.54792693,51.9,1.0,15726
 KA,2012,Manual,49546,Petrol,57.93742665,56.1,1.2,4911
 Fiesta,2019,Manual,1290,Petrol,149.60838424,49.0,1.0,14610
 Grand C-MAX,2018,Manual,5521,Diesel,149.99822712,62.6,1.5,15695
 Focus,2013,Manual,48477,Diesel,20.08732344,67.9,1.6,5870
 Fiesta,2014,Manual,40500,Petrol,150.02916573,66.8,1.0,8118
 Fiesta,2019,Manual,12325,Petrol,149.28446905,55.9,1.0,14665
 S-MAX,2016,Manual,32642,Diesel,132.89601178,56.5,2.0,14997
 Focus,2020,Manual,146,Petrol,149.49907471,60.9,1.0,18794
 Fiesta,2017,Manual,23584,Petrol,0.0,67.1,1.0,10615
 Kuga,2016,Manual,14899,Diesel,83.65827125,64.4,1.5,12476
 EcoSport,2018,Manual,10522,Petrol,147.17427773,52.1,1.0,16499
 Fiesta,2016,Manual,14313,Petrol,133.02931326,54.9,1.2,8548
 Fiesta,2017,Manual,16493,Petrol,0.0,66.9,1.0,9118
 EcoSport,2019,Manual,7083,Petrol,147.85494641,54.7,1.0,17569
 Fiesta,2019,Manual,8082,Petrol,145.3991256,59.5,1.0,13997
 Kuga,2016,Manual,17325,Diesel,31.23359422,54.3,2.0,13768
 Edge,2017,Manual,22112,Diesel,161.93686107,49.1,2.0,18107
 Focus,2019,Manual,5713,Petrol,145.80022169,58.0,1.0,16985
 Ka+,2019,Manual,3343,Petrol,145.29311032,43.8,1.2,12722
 Fiesta,2014,Automatic,46243,Petrol,154.01071244,48.6,1.6,7341
 Kuga,2019,Manual,22898,Diesel,148.38938779,45.7,2.0,17950
 Focus,2017,Manual,17446,Petrol,149.85663938,41.9,2.0,17963
 EcoSport,2020,Manual,655,Petrol,149.2312545,51.6,1.0,18581
 Focus,2019,Manual,5022,Petrol,147.83302192,58.9,1.0,15436
 Focus,2017,Manual,26892,Petrol,205.34299343,41.7,2.0,15347
 Fiesta,2015,Manual,8986,Diesel,186.70239509,45.9,1.5,12985
 Fiesta,2013,Manual,23750,Petrol,0.0,67.1,1.0,6187
 Focus,2017,Manual,36540,Diesel,149.84870588,74.3,1.5,12427
 Focus,2017,Manual,9799,Diesel,145.78478895,74.3,1.5,14525
 Fiesta,2018,Manual,43577,Petrol,148.45573973,64.6,1.1,8742
 Focus,2017,Manual,38631,Petrol,148.34144705,61.1,1.0,10602
 Fiesta,2018,Manual,136112,Petrol,152.88253586,49.3,1.1,13094
 EcoSport,2017,Manual,29081,Diesel,128.79854428,53.8,2.0,8991
 Fiesta,2018,Manual,18393,Petrol,147.25268992,66.2,1.0,9990
 Focus,2019,Automatic,19775,Petrol,149.64683164,46.7,1.5,19360
 Fiesta,2017,Manual,13275,Petrol,149.85239312,66.4,1.0,8990
 Focus,2018,Manual,22109,Diesel,147.32815739,67.9,1.5,14475
 Fiesta,2017,Manual,24125,Petrol,0.0,67.1,1.0,9485
 Fiesta,2018,Manual,16320,Petrol,151.18553941,65.7,1.0,10661
 Kuga,2016,Manual,3396,Petrol,131.78916701,60.3,2.0,11299
 Focus,2018,Manual,7189,Diesel,148.94436127,68.2,1.5,15197
 Focus,2014,Manual,59869,Diesel,27.01959122,67.4,1.6,6615
 C-MAX,2016,Manual,16407,Diesel,21.92041812,70.5,1.5,10115
 Focus,2019,Manual,6559,Petrol,151.41243038,59.1,1.0,12520
 Fiesta,2019,Manual,9743,Petrol,146.37069698,59.3,1.0,14183
 S-MAX,2016,Semi-Auto,28739,Diesel,126.97911331,56.5,2.0,16272
 Fiesta,2017,Automatic,10801,Petrol,154.71105477,48.3,1.6,12129
 Focus,2015,Manual,33182,Petrol,134.72406876,52.2,2.0,13313
 KA,2017,Manual,28280,Petrol,58.05856177,58.0,1.2,6532
 Focus,2019,Manual,11344,_RARE_,146.89452908,62.3,1.5,17243
 Fiesta,2014,Manual,3100,Petrol,122.26820317,54.6,1.2,6090
 Fiesta,2018,Manual,11101,Petrol,152.17993413,56.1,1.1,10511
